result,instance,standard_TL,method,status,reason,has_large_scaled,iteration,total_time,master_time,adver_time,best_bound,best_obj,rel_gap,abs_gap,adversarial_unexpected_status,with_heuristic,n_facilities,n_customers,Gamma,blank
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C40__R200__8.txt,120.000000,CG,   Optimal,   Proved,1,2,10800.17,10780.51,19.58,-10145.00,-6003.00,69.00,4142.00,,1,25,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R200__2.txt,inf,STD,Infeasible,        -,1,2,10816.7,10554.5,262.074,1e+20,-7708,1.29735e+18,1e+20,,0,25,80,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__6.txt,60.000000,CG,Infeasible,TimeLimit,1,3,10800.52,10797.57,2.72,100000000000000000000.00,-3224.00,3101736972704618496.00,100000000000000000000.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R200__3.txt,inf,STD,Infeasible,        -,1,2,10828.3,10824,4.1784,1e+20,-3273,3.0553e+18,1e+20,,0,20,60,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R300__4.txt,inf,STD,Infeasible,        -,1,6,10804.1,10761.3,42.7126,1e+20,-6221,1.60746e+18,1e+20,,0,20,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R200__8.txt,inf,STD,   Optimal,   Proved,0,11,71.5849,70.8866,0.574523,0,0,0,0,,0,15,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R300__6.txt,60.000000,CG,   Optimal,   Proved,1,5,10800.23,10791.44,8.66,-6555.00,-2569.00,155.16,3986.00,,0,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R200__5.txt,120.000000,CG,   Optimal,   Proved,1,2,10800.35,10696.15,104.06,-15303.00,-8801.00,73.88,6502.00,,1,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__3.txt,120.000000,CG,   Optimal,   Proved,1,3,10800.49,10786.00,14.27,-8790.00,-4951.00,77.54,3839.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__8.txt,60.000000,CG,   Optimal,   Proved,1,5,10800.27,10672.15,127.97,-7921.00,-7921.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__8.txt,120.000000,CG,   Optimal,   Proved,1,5,10800.22,10668.71,131.37,-7921.00,-7921.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__7.txt,120.000000,CG,   Optimal,   Proved,0,9,5.13954,4.8388,0.226213,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R300__5.txt,60.000000,CG,   Optimal,   Proved,1,9,10800.46,10766.84,33.31,-4866.00,-4832.00,0.70,34.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R200__3.txt,120.000000,CG,   Optimal,   Proved,1,3,10800.29,10741.25,58.89,-8013.00,-3841.00,108.62,4172.00,,1,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R300__1.txt,inf,STD,Infeasible,        -,1,3,10801,10800.3,0.541872,1e+20,-1010,9.90099e+18,1e+20,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__5.txt,120.000000,CG,Infeasible,TimeLimit,1,3,10800.48,10794.82,5.45,100000000000000000000.00,-3021.00,3310162197947590144.00,100000000000000000000.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__3.txt,60.000000,CG,   Optimal,   Proved,0,11,3.8471,3.05244,0.700618,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__3.txt,60.000000,CG,   Optimal,   Proved,0,7,0.924288,0.480696,0.329825,0,0,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R300__0.txt,60.000000,CG,   Optimal,   Proved,1,5,10800.27,10765.38,34.75,-7012.00,-3924.00,78.70,3088.00,,0,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R300__7.txt,60.000000,CG,   Optimal,   Proved,1,6,10800.29,10749.89,50.22,-7138.00,-5552.00,28.57,1586.00,,0,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__5.txt,60.000000,CG,   Optimal,   Proved,0,17,31.598,29.5621,1.8138,0,0,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R300__7.txt,60.000000,CG,   Optimal,   Proved,1,4,10800.39,10742.89,57.28,-6695.00,-3784.00,76.93,2911.00,,1,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R200__9.txt,60.000000,CG,   Optimal,   Proved,1,6,7650.78,7174.35,476.24,-12544.00,-12544.00,0.00,0.00,,1,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R300__3.txt,120.000000,CG,   Optimal,   Proved,1,12,10800.34,10743.23,56.88,-2247.00,-1837.00,22.32,410.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R300__1.txt,60.000000,CG,   Optimal,   Proved,1,5,10800.28,10793.93,6.21,-3211.00,-3211.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__7.txt,60.000000,CG,   Optimal,   Proved,1,19,10800.69,10783.64,16.59,-333.00,0.00,333000000000000.00,333.00,,1,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R200__9.txt,120.000000,CG,Infeasible,TimeLimit,1,2,10800.20,10793.66,6.46,100000000000000000000.00,-2330.00,4291845493562046976.00,100000000000000000000.00,,0,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R300__8.txt,60.000000,CG,   Optimal,   Proved,1,8,10800.37,10786.28,13.84,-4051.00,-2317.00,74.84,1734.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__6.txt,120.000000,CG,Infeasible,TimeLimit,1,3,10800.53,10797.62,2.68,100000000000000000000.00,-3224.00,3101736972704618496.00,100000000000000000000.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__0.txt,60.000000,CG,   Optimal,   Proved,1,2,10800.38,10796.73,3.50,-10763.00,-4545.00,136.81,6218.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R300__9.txt,inf,STD,Infeasible,        -,1,8,10810.3,10807.8,2.42446,1e+20,0,1e+32,1e+20,,0,15,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__4.txt,inf,STD,  Feasible, ObjLimit,0,6,0.84445,0.60165,0.189474,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__2.txt,60.000000,CG,   Optimal,   Proved,1,8,10800.40,10003.66,796.49,-5693.00,-4632.00,22.91,1061.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R200__0.txt,60.000000,CG,   Optimal,   Proved,1,5,10800.26,10444.20,355.91,-9057.00,-8775.00,3.21,282.00,,0,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__9.txt,120.000000,CG,  Feasible, ObjLimit,0,8,0.503248,0.143974,0.289154,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__1.txt,inf,STD,Infeasible,        -,1,3,10824,10822.3,1.70476,1e+20,-2130,4.69484e+18,1e+20,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__9.txt,120.000000,CG,   Optimal,   Proved,0,7,2.44161,1.96332,0.367701,0,0,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__3.txt,60.000000,CG,   Optimal,   Proved,1,21,9732.39,9685.00,46.88,-968.00,-968.00,0.00,0.00,,0,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__8.txt,120.000000,CG,   Optimal,   Proved,1,10,345.76,345.38,0.29,0.00,0.00,0.00,0.00,,1,10,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R300__8.txt,60.000000,CG,   Optimal,   Proved,1,3,10800.29,10790.01,10.14,-9652.00,-4847.00,99.13,4805.00,,1,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__7.txt,inf,STD,   Optimal,   Proved,0,7,7.06853,4.3549,2.65401,-1265,-1265,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R300__0.txt,120.000000,CG,   Optimal,   Proved,1,3,10800.30,10799.65,0.52,-8717.00,-1229.00,609.28,7488.00,,0,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R200__3.txt,inf,STD,Infeasible,        -,1,2,10812.4,10249.1,563.111,1e+20,-8600,1.16279e+18,1e+20,,0,25,80,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__0.txt,120.000000,CG,   Optimal,   Proved,1,6,6577.75,6402.70,174.88,-7061.00,-7061.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__1.txt,120.000000,CG,   Optimal,   Proved,1,8,10800.37,10157.40,642.73,-8283.00,-8283.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__1.txt,120.000000,CG,   Optimal,   Proved,0,12,3.37362,2.09257,1.09141,0,0,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__5.txt,60.000000,CG,   Optimal,   Proved,0,15,40.8667,36.576,4.03238,-17,-17,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R200__7.txt,60.000000,CG,Infeasible,TimeLimit,1,1,10800.20,10799.90,0.21,100000000000000000000.00,0.00,100000000000000005366162204393472.00,100000000000000000000.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R200__5.txt,60.000000,CG,   Optimal,   Proved,1,8,10800.37,10205.23,594.88,-9433.00,-9423.00,0.11,10.00,,1,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__2.txt,inf,STD,   Optimal,   Proved,0,6,422.804,404.597,18.1054,-1543,-1543,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R300__4.txt,60.000000,CG,   Optimal,   Proved,1,24,10800.02,10793.46,6.15,0.00,0.00,0.00,0.00,,1,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R300__9.txt,60.000000,CG,   Optimal,   Proved,1,3,10800.27,10796.85,3.26,-5915.00,-1709.00,246.11,4206.00,,1,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__0.txt,inf,STD,Infeasible,        -,1,6,10801.7,10801.3,0.325099,1e+20,0,1e+32,1e+20,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__3.txt,60.000000,CG,   Optimal,   Proved,0,11,3.84679,3.05597,0.697291,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__9.txt,60.000000,CG,  Feasible, ObjLimit,0,8,0.467641,0.10584,0.292024,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__4.txt,inf,STD,  Feasible, ObjLimit,0,7,1237.36,1111.84,125.362,-3368,-3368,0,0,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__1.txt,120.000000,CG,   Optimal,   Proved,0,7,0.725798,0.357239,0.315877,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R300__2.txt,60.000000,CG,   Optimal,   Proved,1,8,10800.36,10706.47,93.65,-6770.00,-6720.00,0.74,50.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__3.txt,120.000000,CG,   Optimal,   Proved,0,15,24.755,21.3823,3.24831,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__8.txt,60.000000,CG,   Optimal,   Proved,0,14,26.439,22.9637,3.23876,0,0,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__2.txt,inf,STD,   Optimal,   Proved,0,4,0.552793,0.227833,0.274657,0,0,0,0,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R300__3.txt,120.000000,CG,   Optimal,   Proved,1,9,10800.17,10750.49,49.39,-3302.00,-2510.00,31.55,792.00,,1,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R300__5.txt,inf,STD,Infeasible,        -,1,5,10814.4,10296.3,517.882,1e+20,-7320,1.36612e+18,1e+20,,0,20,60,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__8.txt,inf,STD,Infeasible,        -,1,3,10802.9,10794.5,8.19499,1e+20,-4542,2.20167e+18,1e+20,,0,25,80,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R200__9.txt,120.000000,CG,   Optimal,   Proved,1,13,3861.47,3822.38,38.88,-3693.00,-3693.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R300__6.txt,inf,STD,Infeasible,        -,1,12,10800.9,10799.4,1.30571,1e+20,0,1e+32,1e+20,,0,15,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__6.txt,60.000000,CG,   Optimal,   Proved,0,11,7.98702,7.16164,0.643881,0,0,0,0,,1,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R300__1.txt,60.000000,CG,Infeasible,TimeLimit,1,2,10800.38,10799.38,0.85,100000000000000000000.00,-2470.00,4048582995951252992.00,100000000000000000000.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__2.txt,120.000000,CG,   Optimal,   Proved,1,14,680.78,676.74,3.76,-593.00,-593.00,0.00,0.00,,1,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__6.txt,60.000000,CG,   Optimal,   Proved,0,11,16.2791,15.4158,0.725389,0,0,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__9.txt,inf,STD,  Feasible, ObjLimit,0,8,0.504098,0.14264,0.29116,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__3.txt,60.000000,CG,   Optimal,   Proved,0,10,7.31773,6.02906,1.17581,0,0,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C20__R200__6.txt,60.000000,CG,   Optimal,   Proved,1,25,5808.84,5802.66,5.74,-1863.00,-1863.00,0.00,0.00,,1,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C40__R200__0.txt,120.000000,CG,   Optimal,   Proved,1,2,10800.18,10766.63,33.47,-14060.00,-8174.00,72.01,5886.00,,1,25,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R200__7.txt,120.000000,CG,   Optimal,   Proved,1,5,10800.24,10583.14,216.97,-14004.00,-13672.00,2.43,332.00,,0,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C40__R200__3.txt,inf,STD,Infeasible,        -,1,3,10815.3,10776.5,38.6647,1e+20,-5708,1.75193e+18,1e+20,,0,25,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C40__R300__0.txt,120.000000,CG,   Optimal,   Proved,1,2,10800.19,10784.07,16.04,-10199.00,-5519.00,84.80,4680.00,,0,25,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__1.txt,60.000000,CG,   Optimal,   Proved,0,14,32.4883,31.0462,1.20417,0,0,0,0,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__2.txt,120.000000,CG,   Optimal,   Proved,0,4,0.54894,0.226757,0.271634,0,0,0,0,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__7.txt,120.000000,CG,   Optimal,   Proved,1,21,10800.74,10783.05,17.16,-299.00,0.00,299000000000000.00,299.00,,0,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R300__4.txt,120.000000,CG,   Optimal,   Proved,1,6,10800.31,10760.72,39.41,-7772.00,-6221.00,24.93,1551.00,,1,20,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__0.txt,inf,STD,   Optimal,   Proved,0,10,10.6542,7.1385,3.39751,0,0,0,0,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__4.txt,60.000000,CG,   Optimal,   Proved,0,9,1.25465,0.708627,0.471946,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C60__R300__4.txt,60.000000,CG,   Optimal,   Proved,1,3,10800.27,10791.62,8.51,-9328.00,-3204.00,191.14,6124.00,,1,20,60,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R300__6.txt,120.000000,CG,   Optimal,   Proved,1,8,10800.40,10755.42,44.74,-3252.00,-2508.00,29.67,744.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__4.txt,120.000000,CG,   Optimal,   Proved,1,7,2344.46,2217.27,126.97,-3368.00,-3368.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__0.txt,120.000000,CG,   Optimal,   Proved,0,5,2.53737,2.0823,0.382433,0,0,0,0,,1,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F15_C40__R200__1.txt,60.000000,CG,   Optimal,   Proved,1,9,4657.94,3987.18,670.48,-8496.00,-8496.00,0.00,0.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F20_C30__R200__7.txt,inf,STD,Infeasible,        -,1,4,10803.7,10630.9,172.681,1e+20,-12746,7.8456e+17,1e+20,,0,20,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__8.txt,60.000000,CG,   Optimal,   Proved,0,6,8.4867,3.30737,5.1294,-2548,-2548,3.56945e-14,9.09495e-13,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R200__5.txt,120.000000,CG,Infeasible,TimeLimit,1,2,10800.33,10695.40,104.78,100000000000000000000.00,-8801.00,1136234518804668544.00,100000000000000016384.00,,0,25,80,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C40__R200__0.txt,120.000000,CG,Infeasible,TimeLimit,1,2,10800.17,10768.22,31.87,100000000000000000000.00,-8174.00,1223391240518703104.00,100000000000000000000.00,,0,25,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C40__R200__7.txt,120.000000,CG,   Optimal,   Proved,1,2,10800.16,10772.12,27.95,-18628.00,-12786.00,45.69,5842.00,,0,25,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/datainstance_F25_C80__R200__0.txt,120.000000,CG,   Optimal,   Proved,1,1,10800.15,10799.85,0.21,-15023.00,0.00,15023000000000000.00,15023.00,,1,25,80,4.00,
