OR30x250-0.25_4.dat-50,filemosi,-1,None
general30-20-20-20-20-7,filemosi,5.803774,-79.0
macrophage_50_50,filemosi,22.470617,695.0
bmilplib_110_8,filemosi,0.389057,-155.0
interKP-200-100-7-2,filemosi,3600.013137,1872.0
OR30x500-0.50_4.dat-50,filemosi,-1,None
BCPIns_12_7_4.txt_trad.txt_K12,filemosi,0.76782,3.0
OR10x250-0.50_10.dat-0,filemosi,-1,None
interKP-400-100-3-10,filemosi,62.965543,42.0
bab2_0_100,filemosi,3600.5673,-353629.1452
OR10x250-0.50_6.dat-0,filemosi,-1,None
BCPIns_12_7_2.txt_trad.txt_K12,filemosi,0.488266,3.0
xuLarge500-4,filemosi,15.743925,-89.0
OR10x250-0.25_9.dat-100,filemosi,3600.018129,61503.0
miblp_20_20_50_0110_15_4,filemosi,3.324783,-441.0
normalClique40-90-3,filemosi,3600.134523,10.0
OR10x100-0.25_2.dat-0,filemosi,3601.538414,21449.0
neos-950242_50_50,filemosi,-1,None
OR10x250-0.50_8.dat-100,filemosi,3600.041597,73403.0
OR5x500-0.75_4.dat-0,filemosi,3600.254529,86981.0
xuLarge500-7,filemosi,20.656631,-103.285714
bmilplib_60_9,filemosi,1.494943,-136.5
interKP-400-100-4-7,filemosi,3600.010314,661.0
general20-30-10-20-20-1,filemosi,274.166781,199902.0
interKP-200-100-8-7,filemosi,3600.0144,1532.0
interKP-100-100-1-4,filemosi,3600.004617,1147.0
OR10x250-0.75_3.dat-50,filemosi,3600.013656,38945.0
normalClique40-90-1,filemosi,3600.038476,10.0
bmilplib_360_4,filemosi,9.4902,-119.0
general20-30-10-20-20-5,filemosi,4.520255,99839.0
mod010-0.900000,filemosi,3600.108701,7411.0
miblp_20_20_50_0110_15_8,filemosi,0.078767,-370.0
bmilplib_210_8,filemosi,0.722792,-101.457143
reblock115_50_50,filemosi,0.069246,12144.037385
OR10x100-0.50_8.dat-50,filemosi,3600.12061,32690.0
OR10x250-0.25_3.dat-50,filemosi,3610.469995,56493.0
bmilplib_410_4,filemosi,4.709171,-119.5
OR5x250-0.75_10.dat-100,filemosi,3600.013595,38365.0
plusBCPIns_12_7_10,filemosi,0.916431,3.0
interKP-500-100-3-7,filemosi,3600.056961,4340.0
K5020W09.KNP,filemosi,0.387227,1177.0
OR30x100-0.50_8.dat-0,filemosi,3600.739051,32873.0
OR30x500-0.75_8.dat-50,filemosi,-1,None
OR10x100-0.50_8.dat-0,filemosi,3600.59538,26861.0
interKP-400-100-3-3,filemosi,-1,None
interKP-300-100-8-6,filemosi,3600.021959,3008.0
OR5x100-0.75_3.dat-0,filemosi,3600.007107,10013.0
interKP-400-100-8-8,filemosi,3600.018591,1474.0
OR30x250-0.75_6.dat-0,filemosi,-1,None
OR30x100-0.25_9.dat-50,filemosi,3610.391691,23399.0
OR30x250-0.50_5.dat-0,filemosi,-1,None
BCPIns_10_7_8.txt_trad.txt_K8,filemosi,0.149979,3.0
rndgraph-80_3-3-3_006,filemosi,4.103845,3.0
plusBCPIns_15_9_2,filemosi,14.076893,3.0
OR10x250-0.75_6.dat-0,filemosi,-1,None
OR5x250-0.25_5.dat-100,filemosi,3600.110897,59118.0
2AP05-23,filemosi,0.236647,-68.0
