"x","y"
1,0.336764705882353
1.05,0.341911764705882
1.1,0.343382352941176
1.15,0.345588235294118
1.2,0.346323529411765
1.25,0.35
1.3,0.351470588235294
1.35,0.354411764705882
1.4,0.355147058823529
1.45,0.358088235294118
1.5,0.358823529411765
1.55,0.358823529411765
1.6,0.361029411764706
1.65,0.3625
1.7,0.363235294117647
1.75,0.364705882352941
1.8,0.366176470588235
1.85,0.368382352941176
1.9,0.368382352941176
1.95,0.369852941176471
2,0.372058823529412
2.05,0.373529411764706
2.1,0.373529411764706
2.15,0.373529411764706
2.2,0.373529411764706
2.25,0.373529411764706
2.3,0.374264705882353
2.35,0.375
2.4,0.375
2.45,0.375
2.5,0.376470588235294
2.55,0.376470588235294
2.6,0.376470588235294
2.65,0.376470588235294
2.7,0.377205882352941
2.75,0.378676470588235
2.8,0.378676470588235
2.85,0.378676470588235
2.9,0.378676470588235
2.95,0.378676470588235
3,0.378676470588235
3.05,0.378676470588235
3.1,0.378676470588235
3.15,0.380147058823529
3.2,0.380147058823529
3.25,0.380882352941176
3.3,0.380882352941176
3.35,0.382352941176471
3.4,0.383088235294118
3.45,0.383088235294118
3.5,0.383088235294118
3.55,0.383088235294118
3.6,0.383823529411765
3.65,0.383823529411765
3.7,0.383823529411765
3.75,0.383823529411765
3.8,0.383823529411765
3.85,0.383823529411765
3.9,0.383823529411765
3.95,0.383823529411765
4,0.384558823529412
4.05,0.384558823529412
4.1,0.385294117647059
4.15,0.386029411764706
4.2,0.386029411764706
4.25,0.386029411764706
4.3,0.386029411764706
4.35,0.386029411764706
4.4,0.386029411764706
4.45,0.386029411764706
4.5,0.386029411764706
4.55,0.386029411764706
4.6,0.386029411764706
4.65,0.386029411764706
4.7,0.386764705882353
4.75,0.386764705882353
4.8,0.386764705882353
4.85,0.386764705882353
4.9,0.386764705882353
4.95,0.386764705882353
5,0.386764705882353
5.05,0.386764705882353
5.1,0.386764705882353
5.15,0.3875
5.2,0.3875
5.25,0.3875
5.3,0.3875
5.35,0.3875
5.4,0.3875
5.45,0.3875
5.5,0.3875
5.55,0.3875
5.6,0.3875
5.65,0.388235294117647
5.7,0.388235294117647
5.75,0.388235294117647
5.8,0.388235294117647
5.85,0.388970588235294
5.9,0.388970588235294
5.95,0.389705882352941
6,0.389705882352941
6.05,0.389705882352941
6.1,0.390441176470588
6.15,0.390441176470588
6.2,0.390441176470588
6.25,0.390441176470588
6.3,0.391176470588235
6.35,0.391176470588235
6.4,0.391176470588235
6.45,0.391176470588235
6.5,0.391176470588235
6.55,0.391911764705882
6.6,0.392647058823529
6.65,0.392647058823529
6.7,0.392647058823529
6.75,0.392647058823529
6.8,0.392647058823529
6.85,0.392647058823529
6.9,0.392647058823529
6.95,0.392647058823529
7,0.392647058823529
7.05,0.392647058823529
7.1,0.392647058823529
7.15,0.392647058823529
7.2,0.392647058823529
7.25,0.392647058823529
7.3,0.392647058823529
7.35,0.393382352941176
7.4,0.393382352941176
7.45,0.394117647058824
7.5,0.394117647058824
7.55,0.394117647058824
7.6,0.394117647058824
7.65,0.394117647058824
7.7,0.394117647058824
7.75,0.394117647058824
7.8,0.394117647058824
7.85,0.394117647058824
7.9,0.394117647058824
7.95,0.394117647058824
8,0.394117647058824
8.05,0.394117647058824
8.1,0.394117647058824
8.15,0.394117647058824
8.2,0.394117647058824
8.25,0.394117647058824
8.3,0.394117647058824
8.35,0.394117647058824
8.4,0.394117647058824
8.45,0.394117647058824
8.5,0.394117647058824
8.55,0.394117647058824
8.6,0.394117647058824
8.65,0.394117647058824
8.7,0.394117647058824
8.75,0.394852941176471
8.8,0.394852941176471
8.85,0.394852941176471
8.9,0.394852941176471
8.95,0.394852941176471
9,0.394852941176471
9.05,0.395588235294118
9.1,0.395588235294118
9.15,0.395588235294118
9.2,0.395588235294118
9.25,0.395588235294118
9.3,0.396323529411765
9.35,0.396323529411765
9.4,0.396323529411765
9.45,0.396323529411765
9.5,0.396323529411765
9.55,0.396323529411765
9.6,0.396323529411765
9.65,0.396323529411765
9.7,0.396323529411765
9.75,0.396323529411765
9.8,0.396323529411765
9.85,0.396323529411765
9.9,0.396323529411765
9.95,0.396323529411765
10,0.396323529411765
