weish26.dat-100,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,4,91,0,4047.0,open with feasible point,hard
weish25.dat-0,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,1,84,0,1257.0,open with feasible point,hard
weish08.dat-100,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,4,41,0,1369.0,optimal,hard
pb6.dat-0,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,1,69,0,292.0,optimal,hard
sento2.dat-100,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,29,61,0,738.0,open with feasible point,hard
weish20.dat-50,interdiction,multidimensional-knapsack,70,0,70,70,0,70,70,0,70,0,3,72,0,2175.0,open with feasible point,hard
weish17.dat-50,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,3,62,0,1000.0,open with feasible point,hard
weish10.dat-0,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,1,54,0,785.0,optimal,hard
weish14.dat-100,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,4,61,0,2625.0,optimal,hard
pet5.dat-50,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,5,33,0,3025.0,optimal,hard
weish04.dat-0,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,1,34,0,465.0,optimal,hard
pb5.dat-50,interdiction,multidimensional-knapsack,20,0,20,20,0,20,20,0,20,0,5,25,0,1625.0,optimal,hard
pb6.dat-100,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,29,41,0,1389.0,optimal,hard
weing7.dat-50,interdiction,multidimensional-knapsack,105,0,105,105,0,105,105,0,105,0,1,106,0,15646.0,optimal,easy
pet6.dat-0,interdiction,multidimensional-knapsack,39,0,39,39,0,39,39,0,39,0,1,43,0,3683.0,optimal,hard
weish28.dat-0,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,1,94,0,1459.0,open with feasible point,hard
weish06.dat-50,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,3,42,0,1369.0,optimal,hard
weish01.dat-100,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,4,31,0,1121.0,optimal,hard
hp1.dat-50,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,2,30,0,1536.0,optimal,easy
weish09.dat-0,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,1,44,0,532.0,optimal,hard
weish04.dat-100,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,4,31,0,1268.0,optimal,hard
pet5.dat-100,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,9,29,0,3025.0,optimal,hard
weish03.dat-50,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,3,32,0,619.0,optimal,hard
weish16.dat-0,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,1,64,0,828.0,optimal,hard
weish02.dat-0,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,1,34,0,1108.0,optimal,hard
weing2.dat-50,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,1,29,0,16705.0,optimal,easy
weish23.dat-0,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,1,84,0,1273.0,open with feasible point,hard
weish28.dat-50,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,3,92,0,1445.0,open with feasible point,hard
hp1.dat-0,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,1,31,0,1467.0,optimal,hard
weish18.dat-100,interdiction,multidimensional-knapsack,70,0,70,70,0,70,70,0,70,0,4,71,0,2041.0,open with feasible point,hard
weish23.dat-100,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,4,81,0,4130.0,open with feasible point,hard
sento1.dat-50,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,15,75,0,1102.0,optimal,hard
weish11.dat-100,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,4,51,0,2827.0,optimal,hard
weish12.dat-50,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,3,52,0,778.0,optimal,hard
weish25.dat-50,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,3,82,0,2505.0,open with feasible point,hard
pb7.dat-0,interdiction,multidimensional-knapsack,37,0,37,37,0,37,37,0,37,0,1,66,0,185.0,optimal,hard
weish15.dat-50,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,3,62,0,1931.0,optimal,hard
weish22.dat-50,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,3,82,0,1479.0,open with feasible point,hard
weish30.dat-0,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,1,94,0,882.0,open with feasible point,hard
weish12.dat-100,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,4,51,0,2146.0,optimal,hard
weish24.dat-0,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,1,84,0,2357.0,open with feasible point,hard
pet7.dat-50,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,3,52,0,5723.0,optimal,hard
sento1.dat-0,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,1,89,0,552.0,optimal,hard
pb7.dat-50,interdiction,multidimensional-knapsack,37,0,37,37,0,37,37,0,37,0,15,52,0,423.0,optimal,hard
weish09.dat-50,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,3,42,0,1568.0,optimal,hard
weish05.dat-0,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,1,34,0,443.0,optimal,hard
weish20.dat-100,interdiction,multidimensional-knapsack,70,0,70,70,0,70,70,0,70,0,4,71,0,2216.0,open with feasible point,hard
weish11.dat-0,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,1,54,0,584.0,optimal,hard
weing8.dat-50,interdiction,multidimensional-knapsack,105,0,105,105,0,105,105,0,105,0,1,106,0,212854.0,optimal,hard
weish18.dat-50,interdiction,multidimensional-knapsack,70,0,70,70,0,70,70,0,70,0,3,72,0,2042.0,open with feasible point,hard
pet7.dat-0,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,1,54,0,5459.0,optimal,hard
weish29.dat-0,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,1,94,0,1331.0,open with feasible point,hard
weish29.dat-100,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,4,91,0,4101.0,open with feasible point,hard
weish08.dat-0,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,1,44,0,1283.0,optimal,hard
weing5.dat-50,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,1,29,0,6205.0,optimal,easy
pet6.dat-100,interdiction,multidimensional-knapsack,39,0,39,39,0,39,39,0,39,0,4,40,0,3936.0,optimal,hard
weish07.dat-100,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,4,41,0,1407.0,optimal,hard
weish04.dat-50,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,3,32,0,1027.0,optimal,hard
weish03.dat-0,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,1,34,0,619.0,optimal,hard
weish30.dat-100,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,4,91,0,2270.0,open with feasible point,hard
weish17.dat-0,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,1,64,0,36.0,optimal,easy
pet3.dat-100,interdiction,multidimensional-knapsack,15,0,15,15,0,15,15,0,15,0,9,16,0,1080.0,optimal,easy
weish01.dat-50,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,3,32,0,1097.0,optimal,hard
pb1.dat-0,interdiction,multidimensional-knapsack,27,0,27,27,0,27,27,0,27,0,1,30,0,1467.0,optimal,hard
weish02.dat-100,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,4,31,0,1293.0,optimal,hard
weish22.dat-0,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,1,84,0,1465.0,open with feasible point,hard
pb5.dat-100,interdiction,multidimensional-knapsack,20,0,20,20,0,20,20,0,20,0,9,21,0,1799.0,optimal,hard
pb2.dat-50,interdiction,multidimensional-knapsack,34,0,34,34,0,34,34,0,34,0,2,36,0,1787.0,optimal,hard
pet2.dat-50,interdiction,multidimensional-knapsack,10,0,10,10,0,10,10,0,10,0,5,15,0,38833.0,optimal,easy
weish27.dat-50,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,3,92,0,1426.0,open with feasible point,hard
weish10.dat-50,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,3,52,0,785.0,optimal,hard
weish17.dat-100,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,4,61,0,1009.0,open with feasible point,hard
sento1.dat-100,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,29,61,0,1610.0,optimal,hard
weish25.dat-100,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,4,81,0,2503.0,open with feasible point,hard
weish12.dat-0,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,1,54,0,778.0,optimal,hard
weing3.dat-50,interdiction,multidimensional-knapsack,28,0,28,28,0,28,28,0,28,0,1,29,0,37936.0,optimal,hard
weish02.dat-50,interdiction,multidimensional-knapsack,30,0,30,30,0,30,30,0,30,0,3,32,0,1293.0,optimal,hard
weish06.dat-0,interdiction,multidimensional-knapsack,40,0,40,40,0,40,40,0,40,0,1,44,0,1283.0,optimal,hard
weish10.dat-100,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,4,51,0,2146.0,optimal,hard
sento2.dat-0,interdiction,multidimensional-knapsack,60,0,60,60,0,60,60,0,60,0,1,89,0,226.0,optimal,hard
weish27.dat-0,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,1,94,0,1422.0,open with feasible point,hard
weish22.dat-100,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,4,81,0,3557.0,open with feasible point,hard
weish29.dat-50,interdiction,multidimensional-knapsack,90,0,90,90,0,90,90,0,90,0,3,92,0,1320.0,open with feasible point,hard
weish19.dat-100,interdiction,multidimensional-knapsack,70,0,70,70,0,70,70,0,70,0,4,71,0,3861.0,open with feasible point,hard
weish13.dat-50,interdiction,multidimensional-knapsack,50,0,50,50,0,50,50,0,50,0,3,52,0,742.0,optimal,hard
weish24.dat-50,interdiction,multidimensional-knapsack,80,0,80,80,0,80,80,0,80,0,3,82,0,2306.0,open with feasible point,hard
pet4.dat-0,interdiction,multidimensional-knapsack,20,0,20,20,0,20,20,0,20,0,1,29,0,1935.0,optimal,hard
