result,instance,standard_TL,method,status,reason,has_large_scaled,iteration,total_time,master_time,adver_time,best_bound,best_obj,rel_gap,abs_gap,adversarial_unexpected_status,with_heuristic,n_facilities,n_customers,Gamma,blank
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__9.txt,60.000000,CG,   Optimal,   Proved,1,13,10800.51,10569.32,230.84,-7057.00,-5357.00,31.73,1700.00,,1,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__9.txt,120.000000,CG,  Feasible, ObjLimit,0,10,14.2282,11.5482,2.59744,-1304,-1304,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__2.txt,60.000000,CG,   Optimal,   Proved,1,9,2278.17,2267.25,10.78,-2994.00,-2994.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__2.txt,60.000000,CG,   Optimal,   Proved,1,5,147.19,142.41,4.74,-6885.00,-6885.00,0.00,0.00,,0,10,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__2.txt,120.000000,CG,   Optimal,   Proved,1,16,8970.69,8957.19,13.23,-3348.00,-3348.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__8.txt,60.000000,CG,   Optimal,   Proved,1,5,582.65,579.23,3.35,-2059.00,-2059.00,0.00,0.00,,0,10,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__8.txt,inf,STD,Infeasible,        -,1,4,10803.9,10466.5,337.268,1e+20,-6535,1.53022e+18,1e+20,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__0.txt,120.000000,CG,   Optimal,   Proved,0,8,133.906,105.534,28.2659,-1496,-1496,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__4.txt,inf,STD,Infeasible,        -,1,3,10800.1,10797.1,2.91679,1e+20,-661,1.51286e+19,1e+20,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__9.txt,120.000000,CG,   Optimal,   Proved,1,12,1694.89,1622.18,72.43,-1551.00,-1551.00,0.00,0.00,,1,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__3.txt,inf,STD,   Optimal,   Proved,0,9,12.3674,9.69605,2.5642,-2400,-2400,0,0,,0,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__4.txt,60.000000,CG,   Optimal,   Proved,0,5,1.07188,0.81126,0.219074,0,0,0,0,,0,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__1.txt,120.000000,CG,   Optimal,   Proved,1,11,1196.04,1187.05,8.82,-3456.00,-3456.00,0.00,0.00,,1,15,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__7.txt,60.000000,CG,   Optimal,   Proved,1,11,6845.77,6810.90,34.64,-4329.00,-4329.00,0.00,0.00,,1,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__1.txt,60.000000,CG,   Optimal,   Proved,0,7,15.9749,15.2942,0.624329,-2682,-2682,0,0,,1,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__9.txt,60.000000,CG,  Feasible, ObjLimit,0,10,14.2088,11.5496,2.57675,-1304,-1304,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__2.txt,inf,STD,Infeasible,        -,1,6,10802.9,10797.2,5.63214,1e+20,-3421,2.92312e+18,1e+20,,0,15,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__7.txt,60.000000,CG,   Optimal,   Proved,1,9,661.87,635.87,25.91,-5805.00,-5801.00,0.07,4.00,,1,10,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__1.txt,inf,STD,   Optimal,   Proved,0,4,12.6175,6.32703,6.24027,-3445,-3445,2.64004e-14,9.09495e-13,,0,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__2.txt,60.000000,CG,   Optimal,   Proved,1,15,10800.52,10789.41,10.74,-479.00,0.00,479000000000000.00,479.00,,0,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__7.txt,120.000000,CG,   Optimal,   Proved,1,9,747.12,719.63,27.39,-5805.00,-5801.00,0.07,4.00,,1,10,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__5.txt,inf,STD,Infeasible,        -,1,5,10814.1,10784.3,29.6542,1e+20,-2912,3.43407e+18,1e+20,,0,15,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__1.txt,120.000000,CG,   Optimal,   Proved,0,9,7.45201,6.8371,0.47853,0,0,0,0,,1,10,40,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__8.txt,120.000000,CG,   Optimal,   Proved,0,6,1.43813,1.12339,0.234679,0,0,0,0,,0,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__1.txt,120.000000,CG,   Optimal,   Proved,0,9,6.005,4.93009,1.00395,-1213,-1213,7.4979e-14,9.09495e-13,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__3.txt,120.000000,CG,   Optimal,   Proved,0,13,223.583,220.806,2.61616,-942,-942,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__0.txt,inf,STD,Infeasible,        -,1,5,10801.6,10790.7,10.8811,1e+20,-4106,2.43546e+18,1e+20,,0,15,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__3.txt,60.000000,CG,   Optimal,   Proved,1,13,379.15,376.38,2.59,-942.00,-942.00,0.00,0.00,,1,10,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__0.txt,60.000000,CG,   Optimal,   Proved,1,15,261.95,261.02,0.80,-0.00,0.00,0.00,0.00,,1,10,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__2.txt,120.000000,CG,   Optimal,   Proved,1,15,7505.67,7481.25,24.03,-2533.00,-2533.00,0.00,0.00,,1,15,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__3.txt,inf,STD,   Optimal,   Proved,0,12,47.2173,40.4842,6.57487,-988,-988,9.20541e-14,9.09495e-13,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__8.txt,120.000000,CG,   Optimal,   Proved,1,4,10800.20,10657.85,142.24,-7882.00,-7676.00,2.68,206.00,,0,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__0.txt,60.000000,CG,   Optimal,   Proved,1,7,10800.33,10317.51,482.62,-7407.00,-5612.00,31.99,1795.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__4.txt,120.000000,CG,   Optimal,   Proved,1,8,1211.37,1187.44,23.80,-1611.00,-1611.00,0.00,0.00,,0,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__7.txt,inf,STD,Infeasible,        -,1,6,10800.2,10799.5,0.633232,1e+20,-48,2.08333e+20,1e+20,,0,15,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__9.txt,120.000000,CG,   Optimal,   Proved,1,8,1360.76,1350.86,9.80,-3794.00,-3794.00,0.00,0.00,,0,15,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__4.txt,120.000000,CG,   Optimal,   Proved,1,7,10800.34,10789.12,10.99,-2911.00,-1103.00,163.92,1808.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__9.txt,60.000000,CG,   Optimal,   Proved,1,7,685.23,673.98,11.16,-2028.00,-2028.00,0.00,0.00,,1,15,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__2.txt,120.000000,CG,   Optimal,   Proved,1,18,2750.43,2748.42,1.72,0.00,0.00,0.00,0.00,,0,10,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__5.txt,60.000000,CG,   Optimal,   Proved,0,9,17.6551,16.9358,0.652043,0,0,0,0,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__0.txt,60.000000,CG,   Optimal,   Proved,0,18,46.4304,38.0859,8.10261,-383,-383,2.37466e-13,9.09495e-13,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__3.txt,inf,STD,Infeasible,        -,1,9,10807.5,10765.5,41.7906,1e+20,-3759,2.66028e+18,1e+20,,0,15,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__1.txt,120.000000,CG,   Optimal,   Proved,1,12,10800.47,10717.33,82.78,-589.00,-589.00,0.00,0.00,,1,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__4.txt,60.000000,CG,   Optimal,   Proved,1,8,1088.26,1064.21,23.92,-1611.00,-1611.00,0.00,0.00,,1,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__5.txt,60.000000,CG,   Optimal,   Proved,0,11,9.62843,8.58975,0.943252,-182,-182,4.99722e-13,9.09495e-13,,1,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__9.txt,60.000000,CG,   Optimal,   Proved,0,7,28.0714,26.6956,1.28415,-982,-982,9.26166e-14,9.09495e-13,,1,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__2.txt,120.000000,CG,   Optimal,   Proved,1,9,10800.37,10786.86,13.26,-1828.00,-913.00,100.22,915.00,,0,15,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__2.txt,60.000000,CG,   Optimal,   Proved,1,18,4994.20,4988.34,5.57,-374.00,-374.00,0.00,0.00,,1,10,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__4.txt,60.000000,CG,   Optimal,   Proved,1,12,10800.42,10797.28,2.86,-1266.00,0.00,1266000000071173.50,1266.00,,1,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__0.txt,120.000000,CG,   Optimal,   Proved,1,9,3208.63,3167.73,40.76,-7367.00,-7367.00,0.00,0.00,,0,15,20,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__4.txt,120.000000,CG,   Optimal,   Proved,1,10,10800.36,10736.29,63.82,-3824.00,-3824.00,0.00,0.00,,1,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__8.txt,60.000000,CG,   Optimal,   Proved,0,6,1.43666,1.13843,0.223562,0,0,0,0,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__9.txt,120.000000,CG,   Optimal,   Proved,0,6,1.42485,0.870716,0.482964,0,0,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__9.txt,60.000000,CG,   Optimal,   Proved,0,9,11.7897,10.871,0.835675,-959,-959,4.74189e-14,4.54747e-13,,0,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R300__7.txt,60.000000,CG,   Optimal,   Proved,0,10,5.14644,4.4149,0.603796,0,0,0,0,,0,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__2.txt,60.000000,CG,   Optimal,   Proved,1,16,9109.15,9095.29,13.58,-3348.00,-3348.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__9.txt,120.000000,CG,   Optimal,   Proved,1,7,490.32,474.75,15.44,-2966.00,-2966.00,0.00,0.00,,1,10,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__9.txt,60.000000,CG,   Optimal,   Proved,0,10,3.6411,2.91144,0.575768,0,0,0,0,,1,10,40,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__6.txt,60.000000,CG,   Optimal,   Proved,1,18,4120.16,4076.84,42.90,-1274.00,-1274.00,0.00,0.00,,1,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__0.txt,inf,STD,Infeasible,        -,1,3,10801,10800.5,0.430981,1e+20,-46,2.17391e+20,1e+20,,0,15,40,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__5.txt,120.000000,CG,   Optimal,   Proved,1,8,8399.93,8389.36,10.30,-3211.00,-3211.00,0.00,0.00,,1,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__6.txt,120.000000,CG,   Optimal,   Proved,1,10,10800.42,10768.41,31.75,-2593.00,-2433.00,6.58,160.00,,0,15,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__5.txt,120.000000,CG,   Optimal,   Proved,0,7,30.0954,29.6358,0.399791,-1637,-1637,5.55586e-14,9.09495e-13,,1,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__8.txt,60.000000,CG,   Optimal,   Proved,1,7,3681.46,2315.22,1366.02,-7612.00,-7612.00,0.00,0.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__1.txt,120.000000,CG,   Optimal,   Proved,0,4,12.8759,6.50384,6.3206,-3445,-3445,2.64004e-14,9.09495e-13,,1,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__8.txt,60.000000,CG,   Optimal,   Proved,1,7,10800.40,10788.64,11.53,-2262.00,-2262.00,0.00,0.00,,0,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__2.txt,120.000000,CG,   Optimal,   Proved,0,13,10.4384,6.67581,3.59805,-77,-77,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__5.txt,60.000000,CG,   Optimal,   Proved,1,9,363.93,339.54,24.24,-1998.00,-1998.00,0.00,0.00,,1,10,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__0.txt,120.000000,CG,   Optimal,   Proved,1,9,9866.15,9800.13,65.79,-2355.00,-2355.00,0.00,0.00,,0,10,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__5.txt,120.000000,CG,   Optimal,   Proved,1,6,2749.89,2709.67,40.03,-5135.00,-5135.00,0.00,0.00,,1,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__6.txt,inf,STD,Infeasible,        -,1,4,10804.4,10799.8,4.5418,1e+20,-2121,4.71476e+18,1e+20,,0,15,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__1.txt,60.000000,CG,   Optimal,   Proved,0,9,7.37911,6.77359,0.469322,0,0,0,0,,0,10,40,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__1.txt,60.000000,CG,   Optimal,   Proved,1,8,10800.32,10754.61,45.51,-1778.00,0.00,1778000000000000.00,1778.00,,1,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__0.txt,inf,STD,Infeasible,        -,1,3,10803.6,10802.9,0.673456,1e+20,0,1e+32,1e+20,,0,15,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__7.txt,60.000000,CG,   Optimal,   Proved,1,6,10800.36,10765.41,34.73,-4208.00,-2225.00,89.12,1983.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__3.txt,inf,STD,Infeasible,        -,1,4,10811,10809.1,1.85046,1e+20,-1,1e+22,1e+20,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__4.txt,60.000000,CG,   Optimal,   Proved,1,17,9997.47,9984.60,12.58,-1677.00,-1677.00,0.00,0.00,,1,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__3.txt,60.000000,CG,   Optimal,   Proved,1,6,10800.30,10653.88,146.25,-6172.00,-5766.00,7.04,406.00,,0,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__2.txt,inf,STD,Infeasible,        -,1,8,10807.8,10794.9,12.7747,1e+20,-2134,4.68604e+18,1e+20,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__5.txt,60.000000,CG,   Optimal,   Proved,0,8,5.53268,4.04741,1.36834,0,0,0,0,,1,10,40,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__3.txt,120.000000,CG,   Optimal,   Proved,0,7,6.30644,5.9524,0.301532,0,0,0,0,,0,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__1.txt,inf,STD,Infeasible,        -,1,5,10802.7,10793.4,9.20691,1e+20,0,1e+32,1e+20,,0,15,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__7.txt,60.000000,CG,   Optimal,   Proved,0,8,22.8883,22.3727,0.390437,0,0,0,0,,1,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__2.txt,inf,STD,   Optimal,   Proved,0,10,14.58,14.0601,0.43957,0,0,0,0,,0,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__5.txt,120.000000,CG,   Optimal,   Proved,0,7,30.0106,29.5619,0.387465,-1637,-1637,5.55586e-14,9.09495e-13,,0,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__0.txt,120.000000,CG,   Optimal,   Proved,0,15,105.73,104.796,0.802315,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__7.txt,120.000000,CG,   Optimal,   Proved,0,8,22.9615,22.4374,0.396953,0,0,0,0,,0,10,40,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__4.txt,120.000000,CG,   Optimal,   Proved,1,5,542.79,535.23,7.49,-3605.00,-3605.00,0.00,0.00,,0,10,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__0.txt,120.000000,CG,   Optimal,   Proved,1,7,10800.35,10738.50,61.64,-4055.00,-2519.00,60.98,1536.00,,1,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__2.txt,120.000000,CG,   Optimal,   Proved,1,7,254.44,241.38,13.00,-5114.00,-5114.00,0.00,0.00,,1,10,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__0.txt,inf,STD,Infeasible,        -,1,7,10806.1,10798.4,7.62732,1e+20,-3530,2.83286e+18,1e+20,,0,15,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__4.txt,120.000000,CG,   Optimal,   Proved,1,4,1624.47,1554.72,69.66,-6759.00,-6758.00,0.01,1.00,,1,15,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__1.txt,120.000000,CG,   Optimal,   Proved,1,6,553.94,552.54,1.28,0.00,0.00,0.00,0.00,,1,10,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__5.txt,120.000000,CG,   Optimal,   Proved,1,9,10800.32,10787.29,12.84,-2951.00,-2297.00,28.47,654.00,,0,15,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__9.txt,inf,STD,Infeasible,        -,1,3,10814.6,10814.3,0.327708,1e+20,0,1e+32,1e+20,,0,15,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__9.txt,60.000000,CG,   Optimal,   Proved,0,6,1.35691,0.843712,0.448705,0,0,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__1.txt,60.000000,CG,   Optimal,   Proved,1,7,10800.27,10779.31,20.79,-1958.00,-1260.00,55.40,698.00,,0,15,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__4.txt,60.000000,CG,   Optimal,   Proved,0,4,0.983505,0.740992,0.210754,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__3.txt,60.000000,CG,   Optimal,   Proved,1,9,6777.29,6683.87,93.13,-3732.00,-3732.00,0.00,0.00,,1,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__9.txt,120.000000,CG,   Optimal,   Proved,1,13,3355.43,3338.94,16.29,-762.00,-762.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__0.txt,60.000000,CG,   Optimal,   Proved,1,8,10800.38,10773.60,26.53,-1205.00,-1205.00,0.00,0.00,,0,15,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R300__5.txt,60.000000,CG,   Optimal,   Proved,1,15,7724.77,7697.63,26.88,-2960.00,-2960.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__6.txt,120.000000,CG,  Feasible, ObjLimit,0,9,15.7791,14.3552,1.31584,0,0,0,0,,1,10,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__7.txt,inf,STD,Infeasible,        -,1,8,10801.1,10795.8,5.16831,1e+20,-400,2.5e+19,1e+20,,0,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__7.txt,120.000000,CG,   Optimal,   Proved,1,11,1458.65,1440.06,18.42,-1733.00,-1733.00,0.00,0.00,,1,10,30,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__1.txt,inf,STD,Infeasible,        -,1,5,10800.6,10773.6,26.821,1e+20,-4573,2.18675e+18,1e+20,,0,15,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__2.txt,120.000000,CG,   Optimal,   Proved,1,9,2353.56,2342.60,10.82,-2994.00,-2994.00,0.00,0.00,,0,15,20,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__4.txt,120.000000,CG,   Optimal,   Proved,0,9,1.71239,1.16326,0.478153,-254,-254,3.58069e-13,9.09495e-13,,1,10,20,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__6.txt,inf,STD,Infeasible,        -,1,9,10801.2,10799.7,1.36893,1e+20,0,1e+32,1e+20,,0,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R200__4.txt,120.000000,CG,   Optimal,   Proved,1,8,1177.61,1152.89,24.58,-1611.00,-1611.00,0.00,0.00,,1,10,40,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C40__R300__8.txt,60.000000,CG,   Optimal,   Proved,0,7,2.79166,1.29711,1.39057,0,0,0,0,,1,10,40,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__9.txt,60.000000,CG,   Optimal,   Proved,1,10,10800.37,10770.60,29.53,-662.00,-442.00,49.77,220.00,,0,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__8.txt,120.000000,CG,   Optimal,   Proved,1,15,10800.54,10784.25,15.94,-1595.00,-1007.00,58.39,588.00,,0,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__2.txt,inf,STD,Infeasible,        -,1,6,10815.7,10809,6.6886,1e+20,-3031,3.29924e+18,1e+20,,0,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R300__5.txt,120.000000,CG,   Optimal,   Proved,0,11,117.382,116.562,0.73078,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R300__5.txt,60.000000,CG,   Optimal,   Proved,1,6,10800.33,10794.21,5.95,-3482.00,-3211.00,8.44,271.00,,0,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C20__R200__5.txt,120.000000,CG,   Optimal,   Proved,0,9,17.5922,16.8721,0.650833,0,0,0,0,,1,10,20,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R200__6.txt,120.000000,CG,   Optimal,   Proved,1,10,10800.40,10774.49,25.65,-2943.00,-422.00,597.39,2521.00,,1,15,30,4.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__2.txt,inf,STD,Infeasible,        -,1,12,10806.3,10793.3,12.7966,1e+20,-74,1.35135e+20,1e+20,,0,15,30,4,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F10_C30__R200__2.txt,inf,STD,   Optimal,   Proved,0,6,2173.32,2169.87,3.37115,-1917,-1917,4.74436e-14,9.09495e-13,,0,10,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C30__R300__3.txt,inf,STD,   Optimal,   Proved,0,9,2772.72,2767.67,4.89872,-2173,-2173,0,0,,0,15,30,3,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C40__R200__8.txt,60.000000,CG,   Optimal,   Proved,1,7,6075.96,5739.78,335.96,-8599.00,-8599.00,0.00,0.00,,1,15,40,3.00,
result,/home/utr_lefebvre/min-max-min-nested-cg/code/data/instance_F15_C20__R200__9.txt,120.000000,CG,   Optimal,   Proved,1,10,2719.93,2713.69,6.07,-2194.00,-2194.00,0.00,0.00,,0,15,20,4.00,
